Ano,Mandante,Visitante,Placar_mandante,Placar_visitante
2014,Criciúma,Palmeiras,1,2
2014,Flamengo,Goias,0,0
2014,Santos,Sport Recife,1,1
2014,Atlético-MG,Corinthians,0,0
2014,Atlético-PR,Grêmio,1,0
2014,Bahia,Cruzeiro,1,2
2014,São Paulo,Botafogo,3,0
2014,Chapecoense,Coritiba,0,0
2014,Fluminense,Figueirense,3,0
2014,Internacional,Vitória,1,0
